,Data,Time
68,5.37,2018-05-21 12:45:56.582003
69,5.43,2018-05-21 12:45:56.784884
70,5.5,2018-05-21 12:45:56.884436
71,5.55,2018-05-21 12:45:57.085178
72,5.57,2018-05-21 12:45:57.185555
73,5.57,2018-05-21 12:45:57.386489
74,5.58,2018-05-21 12:45:57.486883
75,5.59,2018-05-21 12:45:57.687665
76,5.59,2018-05-21 12:45:57.789291
77,5.57,2018-05-21 12:45:57.989366
78,5.59,2018-05-21 12:45:58.089856
79,5.59,2018-05-21 12:45:58.300594
80,5.59,2018-05-21 12:45:58.392555
81,5.59,2018-05-21 12:45:58.593361
82,5.59,2018-05-21 12:45:58.693765
83,5.61,2018-05-21 12:45:58.897845
84,5.6,2018-05-21 12:45:58.998156
85,5.61,2018-05-21 12:45:59.199012
86,5.59,2018-05-21 12:45:59.304885
87,5.61,2018-05-21 12:45:59.506019
88,5.6,2018-05-21 12:45:59.606481
89,5.61,2018-05-21 12:45:59.812982
90,5.62,2018-05-21 12:45:59.913262
91,5.61,2018-05-21 12:46:00.114089
92,5.61,2018-05-21 12:46:00.214534
93,5.61,2018-05-21 12:46:00.415400
94,5.61,2018-05-21 12:46:00.515848
95,5.62,2018-05-21 12:46:00.732410
96,5.61,2018-05-21 12:46:00.822477
97,5.61,2018-05-21 12:46:01.023032
98,5.61,2018-05-21 12:46:01.123249
99,5.6,2018-05-21 12:46:01.330732
100,5.6,2018-05-21 12:46:01.431070
101,5.61,2018-05-21 12:46:01.631542
102,5.61,2018-05-21 12:46:01.734665
103,5.6,2018-05-21 12:46:01.934288
104,5.61,2018-05-21 12:46:02.034478
105,5.61,2018-05-21 12:46:02.243516
106,5.61,2018-05-21 12:46:02.337689
107,5.61,2018-05-21 12:46:02.538516
108,5.61,2018-05-21 12:46:02.638975
109,5.61,2018-05-21 12:46:02.841840
110,5.6,2018-05-21 12:46:02.942265
111,5.6,2018-05-21 12:46:03.142978
112,5.6,2018-05-21 12:46:03.244415
113,5.6,2018-05-21 12:46:03.444632
114,5.61,2018-05-21 12:46:03.544976
115,5.61,2018-05-21 12:46:03.747374
116,5.61,2018-05-21 12:46:03.847219
117,5.61,2018-05-21 12:46:04.047708
118,5.6,2018-05-21 12:46:04.147921
119,5.61,2018-05-21 12:46:04.350365
120,5.6,2018-05-21 12:46:04.450815
121,5.6,2018-05-21 12:46:04.651448
122,5.6,2018-05-21 12:46:04.755668
123,5.6,2018-05-21 12:46:04.953093
124,5.6,2018-05-21 12:46:05.053508
125,5.6,2018-05-21 12:46:05.254616
126,5.6,2018-05-21 12:46:05.354680
127,5.6,2018-05-21 12:46:05.555392
128,5.6,2018-05-21 12:46:05.655785
129,5.6,2018-05-21 12:46:05.860231
130,5.6,2018-05-21 12:46:05.960630
131,5.6,2018-05-21 12:46:06.161275
132,5.6,2018-05-21 12:46:06.262523
133,5.59,2018-05-21 12:46:06.462733
134,5.6,2018-05-21 12:46:06.562942
135,5.6,2018-05-21 12:46:06.766798
136,5.6,2018-05-21 12:46:06.866397
137,5.6,2018-05-21 12:46:07.067232
138,5.6,2018-05-21 12:46:07.167436
139,5.6,2018-05-21 12:46:07.370430
140,5.6,2018-05-21 12:46:07.471084
141,5.6,2018-05-21 12:46:07.672186
142,5.61,2018-05-21 12:46:07.773914
143,5.6,2018-05-21 12:46:07.973516
144,5.6,2018-05-21 12:46:08.073734
145,5.6,2018-05-21 12:46:08.275782
146,5.6,2018-05-21 12:46:08.375686
147,5.6,2018-05-21 12:46:08.576503
148,5.6,2018-05-21 12:46:08.676873
149,5.6,2018-05-21 12:46:08.878727
150,5.59,2018-05-21 12:46:08.979114
151,5.59,2018-05-21 12:46:09.179838
152,5.6,2018-05-21 12:46:09.282438
153,5.6,2018-05-21 12:46:09.482450
154,5.59,2018-05-21 12:46:09.582724
155,5.6,2018-05-21 12:46:09.784158
156,5.6,2018-05-21 12:46:09.884336
157,5.6,2018-05-21 12:46:10.084959
158,5.6,2018-05-21 12:46:10.185334
159,5.6,2018-05-21 12:46:10.388154
160,5.59,2018-05-21 12:46:10.588688
161,5.59,2018-05-21 12:46:10.689079
162,5.59,2018-05-21 12:46:10.890307
163,5.59,2018-05-21 12:46:10.990669
164,5.59,2018-05-21 12:46:11.191280
165,5.59,2018-05-21 12:46:11.294057
166,5.6,2018-05-21 12:46:11.494129
167,5.59,2018-05-21 12:46:11.594451
168,5.6,2018-05-21 12:46:11.795978
169,5.6,2018-05-21 12:46:11.896017
170,5.6,2018-05-21 12:46:12.096557
171,5.59,2018-05-21 12:46:12.197018
172,5.59,2018-05-21 12:46:12.398052
173,5.6,2018-05-21 12:46:12.498418
174,5.59,2018-05-21 12:46:12.699622
175,5.59,2018-05-21 12:46:12.801637
176,5.59,2018-05-21 12:46:13.001797
177,5.59,2018-05-21 12:46:13.101958
178,5.59,2018-05-21 12:46:13.306998
179,5.59,2018-05-21 12:46:13.403076
180,5.59,2018-05-21 12:46:13.603913
181,5.59,2018-05-21 12:46:13.704328
182,5.6,2018-05-21 12:46:13.905334
183,5.59,2018-05-21 12:46:14.005694
184,5.59,2018-05-21 12:46:14.206375
185,5.59,2018-05-21 12:46:14.311189
186,5.59,2018-05-21 12:46:14.511823
187,5.59,2018-05-21 12:46:14.612240
188,5.59,2018-05-21 12:46:14.813221
189,5.59,2018-05-21 12:46:14.913434
190,5.59,2018-05-21 12:46:15.114243
191,5.6,2018-05-21 12:46:15.214628
192,5.59,2018-05-21 12:46:15.419200
193,5.6,2018-05-21 12:46:15.519437
194,5.59,2018-05-21 12:46:15.720103
195,5.59,2018-05-21 12:46:15.820344
196,5.59,2018-05-21 12:46:16.021129
197,5.59,2018-05-21 12:46:16.121547
198,5.59,2018-05-21 12:46:16.322680
199,5.58,2018-05-21 12:46:16.423168
200,5.58,2018-05-21 12:46:16.623750
201,5.59,2018-05-21 12:46:16.724223
202,5.59,2018-05-21 12:46:16.924736
203,5.59,2018-05-21 12:46:17.024948
204,5.59,2018-05-21 12:46:17.225837
205,5.59,2018-05-21 12:46:17.326015
206,5.59,2018-05-21 12:46:17.526559
207,5.59,2018-05-21 12:46:17.626766
208,5.59,2018-05-21 12:46:17.827256
209,5.58,2018-05-21 12:46:17.927488
210,5.58,2018-05-21 12:46:18.128038
211,5.59,2018-05-21 12:46:18.228285
212,5.59,2018-05-21 12:46:18.429163
213,5.59,2018-05-21 12:46:18.529384
214,5.59,2018-05-21 12:46:18.749331
215,5.59,2018-05-21 12:46:18.834134
216,5.59,2018-05-21 12:46:19.034669
217,5.59,2018-05-21 12:46:19.246284
218,5.58,2018-05-21 12:46:19.340688
219,5.59,2018-05-21 12:46:19.440967
220,5.59,2018-05-21 12:46:19.641437
221,5.59,2018-05-21 12:46:19.746156
222,5.59,2018-05-21 12:46:19.945147
223,5.59,2018-05-21 12:46:20.145884
224,5.58,2018-05-21 12:46:20.248750
225,5.59,2018-05-21 12:46:20.448215
226,5.59,2018-05-21 12:46:20.548579
227,5.59,2018-05-21 12:46:20.753049
228,5.58,2018-05-21 12:46:20.852240
229,5.58,2018-05-21 12:46:21.053044
230,5.58,2018-05-21 12:46:21.153427
231,5.59,2018-05-21 12:46:21.356346
232,5.58,2018-05-21 12:46:21.456759
233,5.58,2018-05-21 12:46:21.657464
234,5.58,2018-05-21 12:46:21.761410
235,5.59,2018-05-21 12:46:21.959632
236,5.59,2018-05-21 12:46:22.060082
237,5.58,2018-05-21 12:46:22.262619
238,5.59,2018-05-21 12:46:22.362542
239,5.58,2018-05-21 12:46:22.563265
240,5.58,2018-05-21 12:46:22.663650
241,5.59,2018-05-21 12:46:22.865470
242,5.58,2018-05-21 12:46:22.965676
243,5.58,2018-05-21 12:46:23.166147
244,5.58,2018-05-21 12:46:23.272252
245,5.58,2018-05-21 12:46:23.472054
246,5.58,2018-05-21 12:46:23.572449
247,5.59,2018-05-21 12:46:23.778628
248,5.58,2018-05-21 12:46:23.874794
249,5.58,2018-05-21 12:46:24.075140
250,5.58,2018-05-21 12:46:24.175392
251,5.59,2018-05-21 12:46:24.379515
252,5.58,2018-05-21 12:46:24.479999
253,5.58,2018-05-21 12:46:24.680611
254,5.58,2018-05-21 12:46:24.789990
255,5.58,2018-05-21 12:46:24.982848
256,5.58,2018-05-21 12:46:25.083240
257,5.59,2018-05-21 12:46:25.283927
258,5.59,2018-05-21 12:46:25.384265
259,5.58,2018-05-21 12:46:25.585019
260,5.58,2018-05-21 12:46:25.685394
261,5.58,2018-05-21 12:46:25.887257
262,5.57,2018-05-21 12:46:25.987482
263,5.58,2018-05-21 12:46:26.188367
264,5.58,2018-05-21 12:46:26.290054
265,5.58,2018-05-21 12:46:26.491371
266,5.58,2018-05-21 12:46:26.591725
267,5.58,2018-05-21 12:46:26.794723
268,5.58,2018-05-21 12:46:26.895049
269,5.58,2018-05-21 12:46:27.095472
270,5.58,2018-05-21 12:46:27.195846
271,5.59,2018-05-21 12:46:27.397398
272,5.59,2018-05-21 12:46:27.497634
273,5.58,2018-05-21 12:46:27.698120
274,5.58,2018-05-21 12:46:27.799084
275,5.58,2018-05-21 12:46:27.999476
276,5.57,2018-05-21 12:46:28.099666
277,5.58,2018-05-21 12:46:28.303747
278,5.58,2018-05-21 12:46:28.403087
279,5.58,2018-05-21 12:46:28.604255
280,5.58,2018-05-21 12:46:28.704716
281,5.58,2018-05-21 12:46:28.905822
282,5.57,2018-05-21 12:46:29.006034
283,5.58,2018-05-21 12:46:29.206568
284,5.59,2018-05-21 12:46:29.308729
285,5.58,2018-05-21 12:46:29.510158
286,5.58,2018-05-21 12:46:29.610010
287,5.57,2018-05-21 12:46:29.813597
288,5.57,2018-05-21 12:46:29.916539
289,5.58,2018-05-21 12:46:30.123777
290,5.58,2018-05-21 12:46:30.219756
291,5.58,2018-05-21 12:46:30.430382
292,5.58,2018-05-21 12:46:30.529608
293,5.57,2018-05-21 12:46:30.732906
294,5.58,2018-05-21 12:46:30.835270
295,5.58,2018-05-21 12:46:31.034377
296,5.58,2018-05-21 12:46:31.134839
297,5.57,2018-05-21 12:46:31.335470
298,5.57,2018-05-21 12:46:31.435944
299,5.58,2018-05-21 12:46:31.640496
300,5.58,2018-05-21 12:46:31.742028
301,5.57,2018-05-21 12:46:31.941993
302,5.58,2018-05-21 12:46:32.042606
303,5.57,2018-05-21 12:46:32.247827
304,5.57,2018-05-21 12:46:32.345720
305,5.57,2018-05-21 12:46:32.546479
306,5.57,2018-05-21 12:46:32.647046
307,5.57,2018-05-21 12:46:32.847692
308,5.57,2018-05-21 12:46:32.948173
309,5.57,2018-05-21 12:46:33.148937
310,5.58,2018-05-21 12:46:33.264290
311,5.57,2018-05-21 12:46:33.463101
312,5.57,2018-05-21 12:46:33.575943
313,5.57,2018-05-21 12:46:33.772494
314,5.57,2018-05-21 12:46:33.873284
315,5.58,2018-05-21 12:46:34.075601
316,5.57,2018-05-21 12:46:34.174710
317,5.57,2018-05-21 12:46:34.383700
318,5.57,2018-05-21 12:46:34.485592
319,5.57,2018-05-21 12:46:34.686395
320,5.57,2018-05-21 12:46:34.787736
321,5.57,2018-05-21 12:46:34.986792
322,5.57,2018-05-21 12:46:35.086994
323,5.57,2018-05-21 12:46:35.289644
324,5.57,2018-05-21 12:46:35.388787
325,5.57,2018-05-21 12:46:35.590538
326,5.57,2018-05-21 12:46:35.690977
327,5.57,2018-05-21 12:46:35.895178
328,5.57,2018-05-21 12:46:35.997143
329,5.57,2018-05-21 12:46:36.200291
330,5.57,2018-05-21 12:46:36.301107
331,5.57,2018-05-21 12:46:36.501519
332,5.56,2018-05-21 12:46:36.601823
333,5.57,2018-05-21 12:46:36.804544
334,5.57,2018-05-21 12:46:36.904868
335,5.57,2018-05-21 12:46:37.105648
336,5.57,2018-05-21 12:46:37.206025
337,5.57,2018-05-21 12:46:37.406636
338,5.57,2018-05-21 12:46:37.506812
339,5.57,2018-05-21 12:46:37.707271
340,5.57,2018-05-21 12:46:37.809466
341,5.57,2018-05-21 12:46:38.009423
342,5.57,2018-05-21 12:46:38.109636
343,5.57,2018-05-21 12:46:38.311289
344,5.57,2018-05-21 12:46:38.411585
345,5.56,2018-05-21 12:46:38.612113
346,5.57,2018-05-21 12:46:38.712326
347,5.57,2018-05-21 12:46:38.913969
348,5.57,2018-05-21 12:46:39.014354
349,5.57,2018-05-21 12:46:39.215168
350,5.57,2018-05-21 12:46:39.317461
351,5.57,2018-05-21 12:46:39.517669
352,5.57,2018-05-21 12:46:39.618024
353,5.57,2018-05-21 12:46:39.820760
354,5.57,2018-05-21 12:46:39.919430
355,5.57,2018-05-21 12:46:40.120121
356,5.57,2018-05-21 12:46:40.320985
357,5.57,2018-05-21 12:46:40.421359
358,5.57,2018-05-21 12:46:40.622049
359,5.57,2018-05-21 12:46:40.722435
360,5.57,2018-05-21 12:46:40.924348
361,5.57,2018-05-21 12:46:41.024627
362,5.57,2018-05-21 12:46:41.225435
363,5.57,2018-05-21 12:46:41.326231
364,5.57,2018-05-21 12:46:41.526485
365,5.56,2018-05-21 12:46:41.626898
366,5.56,2018-05-21 12:46:41.831957
367,5.57,2018-05-21 12:46:41.929024
368,5.56,2018-05-21 12:46:42.129795
369,5.57,2018-05-21 12:46:42.230178
370,5.56,2018-05-21 12:46:42.431070
371,5.56,2018-05-21 12:46:42.531475
372,5.56,2018-05-21 12:46:42.732341
373,5.56,2018-05-21 12:46:42.836189
374,5.56,2018-05-21 12:46:43.035182
375,5.56,2018-05-21 12:46:43.135557
376,5.56,2018-05-21 12:46:43.339203
377,5.57,2018-05-21 12:46:43.436943
378,5.56,2018-05-21 12:46:43.637350
379,5.56,2018-05-21 12:46:43.737628
380,5.56,2018-05-21 12:46:43.941576
381,5.57,2018-05-21 12:46:44.041879
382,5.56,2018-05-21 12:46:44.242373
383,5.57,2018-05-21 12:46:44.351430
384,5.57,2018-05-21 12:46:44.552111
385,5.56,2018-05-21 12:46:44.652345
386,5.56,2018-05-21 12:46:44.853347
387,5.55,2018-05-21 12:46:44.953669
388,5.56,2018-05-21 12:46:45.154426
389,5.56,2018-05-21 12:46:45.254805
390,5.56,2018-05-21 12:46:45.456345
391,5.56,2018-05-21 12:46:45.556688
392,5.56,2018-05-21 12:46:45.757445
393,5.55,2018-05-21 12:46:45.858161
394,5.57,2018-05-21 12:46:46.058382
395,5.56,2018-05-21 12:46:46.158655
396,5.55,2018-05-21 12:46:46.359332
397,5.56,2018-05-21 12:46:46.459578
398,5.56,2018-05-21 12:46:46.660054
399,5.55,2018-05-21 12:46:46.760265
400,5.56,2018-05-21 12:46:46.960914
401,5.56,2018-05-21 12:46:47.061150
402,5.56,2018-05-21 12:46:47.261590
403,5.56,2018-05-21 12:46:47.362551
404,5.57,2018-05-21 12:46:47.562820
405,5.56,2018-05-21 12:46:47.662967
406,5.55,2018-05-21 12:46:47.863875
407,5.56,2018-05-21 12:46:47.964224
408,5.56,2018-05-21 12:46:48.164932
409,5.56,2018-05-21 12:46:48.265310
410,5.55,2018-05-21 12:46:48.465945
411,5.56,2018-05-21 12:46:48.666620
412,5.55,2018-05-21 12:46:48.773404
413,5.55,2018-05-21 12:46:48.967779
414,5.55,2018-05-21 12:46:49.068014
415,5.55,2018-05-21 12:46:49.281381
416,5.56,2018-05-21 12:46:49.379149
417,5.56,2018-05-21 12:46:49.479351
418,5.55,2018-05-21 12:46:49.679814
419,5.55,2018-05-21 12:46:49.784656
420,5.55,2018-05-21 12:46:49.982713
421,5.56,2018-05-21 12:46:50.183477
422,5.55,2018-05-21 12:46:50.289553
423,5.55,2018-05-21 12:46:50.388726
424,5.56,2018-05-21 12:46:50.589239
425,5.55,2018-05-21 12:46:50.797688
426,5.56,2018-05-21 12:46:50.891226
427,5.56,2018-05-21 12:46:51.092058
428,5.55,2018-05-21 12:46:51.192609
429,5.56,2018-05-21 12:46:51.394003
430,5.55,2018-05-21 12:46:51.494472
431,5.56,2018-05-21 12:46:51.695158
432,5.56,2018-05-21 12:46:51.796708
433,5.56,2018-05-21 12:46:51.996397
434,5.55,2018-05-21 12:46:52.096805
435,5.55,2018-05-21 12:46:52.301336
436,5.55,2018-05-21 12:46:52.398183
437,5.55,2018-05-21 12:46:52.598986
438,5.55,2018-05-21 12:46:52.699368
439,5.55,2018-05-21 12:46:52.901515
440,5.55,2018-05-21 12:46:53.001756
441,5.55,2018-05-21 12:46:53.202559
442,5.56,2018-05-21 12:46:53.306204
443,5.55,2018-05-21 12:46:53.504445
444,5.55,2018-05-21 12:46:53.604859
445,5.56,2018-05-21 12:46:53.810772
446,5.56,2018-05-21 12:46:53.907432
447,5.55,2018-05-21 12:46:54.107821
448,5.55,2018-05-21 12:46:54.208038
449,5.55,2018-05-21 12:46:54.410029
450,5.55,2018-05-21 12:46:54.510318
451,5.55,2018-05-21 12:46:54.711374
452,5.55,2018-05-21 12:46:54.815486
453,5.55,2018-05-21 12:46:55.015129
454,5.55,2018-05-21 12:46:55.115354
455,5.55,2018-05-21 12:46:55.322763
456,5.55,2018-05-21 12:46:55.420790
457,5.55,2018-05-21 12:46:55.621543
458,5.55,2018-05-21 12:46:55.721985
459,5.55,2018-05-21 12:46:55.923263
460,5.55,2018-05-21 12:46:56.023465
461,5.55,2018-05-21 12:46:56.223904
462,5.55,2018-05-21 12:46:56.325067
463,5.55,2018-05-21 12:46:56.524991
464,5.55,2018-05-21 12:46:56.625189
465,5.55,2018-05-21 12:46:56.826122
466,5.55,2018-05-21 12:46:56.926271
467,5.55,2018-05-21 12:46:57.126613
468,5.55,2018-05-21 12:46:57.226906
469,5.55,2018-05-21 12:46:57.427989
470,5.55,2018-05-21 12:46:57.528147
471,5.55,2018-05-21 12:46:57.728538
472,5.55,2018-05-21 12:46:57.833567
473,5.55,2018-05-21 12:46:58.030043
474,5.55,2018-05-21 12:46:58.130470
475,5.55,2018-05-21 12:46:58.331151
476,5.55,2018-05-21 12:46:58.431413
477,5.55,2018-05-21 12:46:58.632102
478,5.55,2018-05-21 12:46:58.732476
479,5.55,2018-05-21 12:46:58.934286
480,5.55,2018-05-21 12:46:59.034471
481,5.55,2018-05-21 12:46:59.238623
482,5.55,2018-05-21 12:46:59.340516
483,5.55,2018-05-21 12:46:59.544154
484,5.55,2018-05-21 12:46:59.646514
485,5.55,2018-05-21 12:46:59.855566
486,5.55,2018-05-21 12:46:59.956979
487,5.56,2018-05-21 12:47:00.165806
488,5.55,2018-05-21 12:47:00.264405
489,5.55,2018-05-21 12:47:00.476516
490,5.55,2018-05-21 12:47:00.581374
491,5.55,2018-05-21 12:47:00.784204
492,5.55,2018-05-21 12:47:00.892992
493,5.55,2018-05-21 12:47:01.097402
494,5.55,2018-05-21 12:47:01.195785
495,5.58,2018-05-21 12:47:01.400392
496,5.58,2018-05-21 12:47:01.500861
497,5.59,2018-05-21 12:47:01.704661
498,5.61,2018-05-21 12:47:01.806373
499,5.62,2018-05-21 12:47:02.015321
500,5.63,2018-05-21 12:47:02.107991
501,5.61,2018-05-21 12:47:02.321874
502,5.63,2018-05-21 12:47:02.419059
503,5.62,2018-05-21 12:47:02.619893
504,5.61,2018-05-21 12:47:02.720270
505,5.62,2018-05-21 12:47:02.921494
506,5.62,2018-05-21 12:47:03.021707
507,5.63,2018-05-21 12:47:03.227439
508,5.62,2018-05-21 12:47:03.329642
509,5.62,2018-05-21 12:47:03.536941
510,5.63,2018-05-21 12:47:03.634152
511,5.62,2018-05-21 12:47:03.834298
512,5.62,2018-05-21 12:47:03.939834
513,5.62,2018-05-21 12:47:04.142795
514,5.63,2018-05-21 12:47:04.240739
515,5.63,2018-05-21 12:47:04.444024
516,5.62,2018-05-21 12:47:04.543395
517,5.61,2018-05-21 12:47:04.746506
518,5.63,2018-05-21 12:47:04.858112
519,5.63,2018-05-21 12:47:04.957376
520,5.62,2018-05-21 12:47:05.157836
521,5.62,2018-05-21 12:47:05.258782
522,5.63,2018-05-21 12:47:05.460902
523,5.63,2018-05-21 12:47:05.575443
524,5.63,2018-05-21 12:47:05.768099
525,5.62,2018-05-21 12:47:05.871431
526,5.62,2018-05-21 12:47:06.078986
527,5.62,2018-05-21 12:47:06.178893
528,5.63,2018-05-21 12:47:06.381202
529,5.62,2018-05-21 12:47:06.481335
530,5.62,2018-05-21 12:47:06.681749
531,5.6,2018-05-21 12:47:06.781945
532,5.6,2018-05-21 12:47:06.984471
533,5.6,2018-05-21 12:47:07.084907
534,5.58,2018-05-21 12:47:07.285788
535,5.57,2018-05-21 12:47:07.389579
536,5.56,2018-05-21 12:47:07.587811
537,5.57,2018-05-21 12:47:07.688022
538,5.57,2018-05-21 12:47:07.897614
539,5.57,2018-05-21 12:47:07.989638
540,5.56,2018-05-21 12:47:08.190507
541,5.55,2018-05-21 12:47:08.291124
542,5.55,2018-05-21 12:47:08.492220
543,5.55,2018-05-21 12:47:08.592535
544,5.55,2018-05-21 12:47:08.793361
545,5.55,2018-05-21 12:47:08.904141
546,5.55,2018-05-21 12:47:09.105287
547,5.54,2018-05-21 12:47:09.205717
548,5.55,2018-05-21 12:47:09.406245
549,5.55,2018-05-21 12:47:09.506635
550,5.55,2018-05-21 12:47:09.707368
551,5.54,2018-05-21 12:47:09.807742
552,5.54,2018-05-21 12:47:10.008501
553,5.54,2018-05-21 12:47:10.209324
554,5.53,2018-05-21 12:47:10.309723
555,5.54,2018-05-21 12:47:10.510590
556,5.53,2018-05-21 12:47:10.610796
557,5.53,2018-05-21 12:47:10.811270
558,5.54,2018-05-21 12:47:10.912779
559,5.52,2018-05-21 12:47:11.113138
560,5.52,2018-05-21 12:47:11.213391
561,5.52,2018-05-21 12:47:11.332105
562,5.52,2018-05-21 12:47:11.527472
563,5.53,2018-05-21 12:47:11.627915
564,5.52,2018-05-21 12:47:11.839610
565,5.51,2018-05-21 12:47:11.936035
566,5.51,2018-05-21 12:47:12.136718
567,5.51,2018-05-21 12:47:12.237118
568,5.51,2018-05-21 12:47:12.445089
569,5.5,2018-05-21 12:47:12.545453
570,5.49,2018-05-21 12:47:12.746241
571,5.49,2018-05-21 12:47:12.851192
572,5.49,2018-05-21 12:47:13.049325
573,5.49,2018-05-21 12:47:13.149558
574,5.48,2018-05-21 12:47:13.353198
575,5.48,2018-05-21 12:47:13.452323
576,5.49,2018-05-21 12:47:13.652851
577,5.49,2018-05-21 12:47:13.753111
578,5.49,2018-05-21 12:47:13.954544
579,5.49,2018-05-21 12:47:14.054719
580,5.49,2018-05-21 12:47:14.255213
581,5.49,2018-05-21 12:47:14.456348
582,5.49,2018-05-21 12:47:14.556584
583,5.49,2018-05-21 12:47:14.757123
584,5.48,2018-05-21 12:47:14.862176
585,5.49,2018-05-21 12:47:15.059710
586,5.49,2018-05-21 12:47:15.160089
587,5.49,2018-05-21 12:47:15.364235
588,5.52,2018-05-21 12:47:15.462363
589,5.53,2018-05-21 12:47:15.663163
590,5.53,2018-05-21 12:47:15.763545
591,5.53,2018-05-21 12:47:15.965291
592,5.53,2018-05-21 12:47:16.065744
593,5.53,2018-05-21 12:47:16.266165
594,5.52,2018-05-21 12:47:16.370284
595,5.53,2018-05-21 12:47:16.569800
596,5.58,2018-05-21 12:47:16.670147
597,5.6,2018-05-21 12:47:16.871685
598,5.6,2018-05-21 12:47:16.971507
599,5.6,2018-05-21 12:47:17.172256
600,5.61,2018-05-21 12:47:17.272629
601,5.6,2018-05-21 12:47:17.474017
602,5.61,2018-05-21 12:47:17.574327
603,5.61,2018-05-21 12:47:17.775102
604,5.6,2018-05-21 12:47:17.877986
605,5.61,2018-05-21 12:47:18.077641
606,5.61,2018-05-21 12:47:18.178135
607,5.6,2018-05-21 12:47:18.380191
608,5.62,2018-05-21 12:47:18.479397
609,5.61,2018-05-21 12:47:18.679957
610,5.61,2018-05-21 12:47:18.780188
611,5.61,2018-05-21 12:47:18.981576
612,5.61,2018-05-21 12:47:19.081783
613,5.61,2018-05-21 12:47:19.282348
614,5.62,2018-05-21 12:47:19.386072
615,5.61,2018-05-21 12:47:19.585379
616,5.61,2018-05-21 12:47:19.685628
617,5.61,2018-05-21 12:47:19.888619
618,5.61,2018-05-21 12:47:19.987991
619,5.61,2018-05-21 12:47:20.188421
620,5.61,2018-05-21 12:47:20.288647
621,5.61,2018-05-21 12:47:20.491112
622,5.61,2018-05-21 12:47:20.591310
623,5.61,2018-05-21 12:47:20.792198
624,5.61,2018-05-21 12:47:20.894038
625,5.62,2018-05-21 12:47:21.093968
626,5.61,2018-05-21 12:47:21.194273
627,5.61,2018-05-21 12:47:21.396100
628,5.61,2018-05-21 12:47:21.495689
629,5.61,2018-05-21 12:47:21.696137
630,5.61,2018-05-21 12:47:21.796353
631,5.61,2018-05-21 12:47:21.998786
632,5.61,2018-05-21 12:47:22.099271
633,5.61,2018-05-21 12:47:22.300146
634,5.61,2018-05-21 12:47:22.401728
